,Field_Name,CO2_kg_per_Ha,Crop_Protection_Application_Doses,Soil_Organic_Matter,Yield_kg_per_Ha,Total_N,Total_P,Total_K,Season,Hybrid,Planned_Yield_kg_per_ha
186,M7I2098,1088.29,16.0,2.5,8619.411764705883,215.2,230.88,216.0,WINTER,AS1820PRO3,6100.0
187,M7I2005,593.5,22.0,2.5,7023.560209424084,148.5,104.0,120.0,WINTER,AG8700PRO3,4800.0
188,M7I2006,361.95,14.0,2.5,4494.579439252337,149.88,104.0,120.0,WINTER,AG8700PRO3,4800.0
189,M7I2007,389.23,15.0,2.5,4455.333333333333,150.8,104.0,120.0,WINTER,AG8700PRO3,4800.0
190,M7I2008,2634.56,46.0,2.5,4699.090909090909,299.0,239.2,240.0,WINTER,AG8700PRO3,4800.0
191,M7I2009,536.26,18.0,2.5,6549.430894308943,153.0,114.4,120.0,WINTER,AG8700PRO3,4800.0
192,M2I2024,788.37,15.0,2.5,6563.369565217391,192.00000000000003,124.8,0.0,WINTER,DKB265PRO3,5200.0
193,M2I2047,755.18,15.0,2.5,5513.484848484848,192.00000000000003,124.8,0.0,WINTER,AG8480PRO3,6500.0
194,M2V2013,786.2,23.0,2.5,7827.023809523809,165.60000000000002,0.0,0.0,SUMMER,AG8480PRO3,6500.0
195,M6V2037,205.85,11.0,3.405,12768.0,148.5,0.0,0.0,SUMMER,AG7088PRO3,7000.0
196,M6V2038,72.04,14.0,3.5666666666666678,10385.2,148.5,0.0,0.0,SUMMER,AG9025PRO3,8600.0
197,M6V2041,363.87,10.0,3.0591666666666666,10293.333333333334,148.5,0.0,0.0,SUMMER,AG9025PRO3,8600.0
198,M2V2030,-62.67,19.0,2.5,8847.784431137725,83.1,0.0,21.0,SUMMER,AG8480PRO3,6500.0
199,M2V2026,1275.25,18.0,1.975555555555556,6968.59375,185.38,0.0,99.6,SUMMER,DKB290PRO3,4500.0
200,M6V2053,562.77,18.0,1.95,8166.7692307692305,120.916,126.0,72.0,SUMMER,AS1757PRO3,6300.0
201,M6V2084,-83.87,14.0,2.53,8788.2,84.64,0.0,0.0,SUMMER,AS1757PRO3,6300.0
202,M6I20115,750.63,10.0,2.5,6532.359550561798,199.0,90.0,132.0,WINTER,AG9050PRO3,3600.0
203,M6I20116,854.15,14.0,2.5,7361.186440677966,199.0,90.0,120.0,WINTER,AG9050PRO3,3600.0
204,M6I20117,814.24,14.0,2.5,6310.833333333333,197.3,79.8,125.6,WINTER,AG9050PRO3,3600.0
205,M6I20103,-469.06,13.0,2.5,4554.6875,81.5,130.0,120.0,WINTER,DKB363PRO3,3000.0
206,M6I20104,-714.94,11.0,2.5,4720.0,54.0,0.0,120.0,WINTER,DKB363PRO3,3000.0
207,M6I20105,-679.61,12.0,2.5,5190.5,54.0,0.0,120.0,WINTER,DKB363PRO3,3000.0
208,M6I20106,-619.52,15.0,2.5,5149.032258064516,54.0,0.0,120.0,WINTER,DKB363PRO3,3000.0
209,M6I20129,-708.67,15.0,2.5,3658.707482993197,22.0,104.0,0.0,WINTER,DKB363PRO3,3000.0
210,M7I2052,910.12,17.0,2.5,2904.9333333333334,206.66,107.12,120.0,WINTER,DKB265PRO3,3800.0
211,M7I2053,1076.07,18.0,2.5,6827.5,208.86,117.52,120.0,WINTER,AG8700PRO3,4800.0
212,M7I2054,1060.16,17.0,2.5,6970.333333333333,208.86,117.52,120.0,WINTER,AG8700PRO3,4800.0
213,M2I2001,349.85,14.0,2.5,7955.7,170.4,0.0,108.0,WINTER,AS1777PRO3,4800.0
214,M2I2002,488.41,18.0,2.5,8902.285714285714,176.4,0.0,114.0,WINTER,AS1777PRO3,4800.0
215,M2I2003,462.26,20.0,2.5,7622.285714285715,170.4,0.0,108.0,WINTER,AS1777PRO3,4800.0
216,M7I2040,334.79,21.0,2.5,6999.6,100.87,85.04,112.2,WINTER,AG8061PRO2,3500.0
217,M7I2041,352.49,25.0,2.5,4735.714285714285,101.19999999999999,86.60000000000001,123.6,WINTER,AG8061PRO2,3800.0
218,M7I2042,358.37,21.0,2.5,3013.333333333333,114.25999999999999,84.52000000000001,125.4,WINTER,AG8061PRO2,3800.0
219,M7I2043,375.07,21.0,2.5,3551.1428571428573,114.25999999999999,84.52000000000001,124.8,WINTER,AG8061PRO2,3800.0
220,M7I2044,300.12,25.0,2.5,2687.872340425532,103.75999999999999,106.72,118.8,WINTER,DKB265PRO3,4300.0
221,M7I2046,275.9,25.0,2.5,2283.913043478261,101.19999999999999,86.60000000000001,125.4,WINTER,DKB265PRO3,4300.0
222,M7V2001,266.88,21.0,2.672,6693.333333333333,100.1,52.0,120.0,SUMMER,AS1666PRO3,6000.0
223,M7V2002,-90.65,21.0,2.973170731707317,4595.641025641025,93.1,57.2,138.0,SUMMER,AS1666PRO3,6000.0
224,M7V2003,364.96,22.0,2.5142857142857142,7292.993197278912,94.2,62.4,138.0,SUMMER,AS1666PRO3,0.0
225,M7V2004,162.44,21.0,3.0808988764044942,5827.272727272727,142.05,57.2,138.0,SUMMER,AS1666PRO3,0.0
226,M7V2005,-46.05,22.0,2.85875,3322.1153846153848,89.1,0.0,120.0,SUMMER,DKB363PRO3,3400.0
227,M6I20111,735.25,13.0,2.5,6178.769230769231,186.3,119.6,132.0,WINTER,3320RR2,4600.0
228,M6V2036,955.36,15.0,3.3,8398.301886792453,255.3,119.6,0.0,SUMMER,AS1757PRO3,6300.0
229,M4V2058,1747.49,17.0,2.0465306122448976,9726.80412371134,230.553,5.2,102.0,SUMMER,DKB265PRO3,7600.0
230,M6V2054,-311.7,15.0,2.5,9637.820512820514,46.0,0.0,0.0,SUMMER,DKB345PRO3,5600.0
231,M4V2067,1940.39,16.0,1.35,7184.255319148936,220.244,5.2,136.026,SUMMER,DKB230PRO3,5900.0
232,M7I20100,555.93,15.0,2.5,6447.166666666667,169.5,0.0,0.0,WINTER,DKB360PRO3,6000.0
233,M7I20101,536.12,13.0,2.5,7114.615384615385,169.5,0.0,0.0,WINTER,DKB360PRO3,6000.0
234,M7I2058,675.28,15.0,2.5,10225.818181818182,169.5,0.0,0.0,WINTER,AG8065PRO3,8900.0
235,M7I2059,620.22,16.0,2.5,7836.022727272727,169.5,0.0,0.0,WINTER,DKB290PRO3,6600.0
236,M7I2060,602.91,16.0,2.5,7288.921568627451,169.5,0.0,0.0,WINTER,DKB290PRO3,6600.0
237,M7I2061,564.37,13.0,2.5,8016.542056074766,169.5,0.0,0.0,WINTER,DKB290PRO3,6600.0
238,M4V2028,728.41,8.0,2.476,7036.571428571428,188.6,0.0,90.0,SUMMER,DKB230PRO3,5900.0
239,M2I2025,950.38,20.0,2.5,8445.285714285714,274.6,119.6,132.0,WINTER,AS1844PRO3,6500.0
240,M2I2026,46.64,17.0,2.5,7234.375,192.9,124.8,132.0,WINTER,AS1844PRO3,6500.0
241,M2I2027,23.35,18.0,2.5,5850.181818181818,192.9,124.8,132.0,WINTER,AS1844PRO3,6500.0
242,M2V2015,-590.36,15.0,2.8,5688.578947368421,55.2,0.0,0.0,SUMMER,AG8780PRO3,4500.0
243,M6I20142,-153.03,15.0,2.5,7211.111111111111,96.5,56.0,128.0,WINTER,AS1844PRO3,6300.0
244,M6I20143,-170.33,15.0,2.5,6667.222222222223,96.5,56.0,128.0,WINTER,AS1844PRO3,6300.0
245,M6I20144,-125.84,15.0,2.5,8070.4,96.5,56.0,128.0,WINTER,AS1844PRO3,6300.0
246,M6I20145,167.6,10.0,2.5,7160.8,137.0,56.0,128.0,WINTER,AS1844PRO3,6300.0
247,M6I2059,-130.78,15.0,2.5,7914.827586206897,96.5,56.0,128.0,WINTER,AS1844PRO3,6300.0
248,M6I2060,-124.07,15.0,2.5,8120.0,96.5,56.0,128.0,WINTER,AS1844PRO3,6300.0
249,M6I2061,1961.23,11.0,2.5,8572.242804217725,312.7,56.0,128.0,WINTER,AS1844PRO3,6300.0
250,M6I2062,761.95,9.0,2.5,9321.6,206.9,56.0,128.0,WINTER,AS1844PRO3,6300.0
251,M6I2063,807.55,12.0,2.5,9471.111111111111,206.9,56.0,128.0,WINTER,AS1844PRO3,6300.0
252,M6I2064,-133.61,15.0,2.5,7827.222222222223,96.5,56.0,128.0,WINTER,AS1844PRO3,6300.0
253,M6I2065,-175.62,15.0,2.5,6494.736842105263,96.5,56.0,128.0,WINTER,AS1844PRO3,6300.0
254,M6I2066,-276.05,8.0,2.5,7858.780487804878,96.5,56.0,128.0,WINTER,AS1844PRO3,6300.0
255,M6I2067,-122.66,15.0,2.5,8167.5,96.5,56.0,128.0,WINTER,AS1844PRO3,6300.0
256,M6I2018,61.97,15.0,2.5,7499.68,107.5,114.7,114.0,WINTER,AG9000PRO3,5600.0
257,M6I2019,59.15,15.0,2.5,7410.72,107.5,114.7,114.0,WINTER,AG9000PRO3,5600.0
258,M6I2020,1167.52,15.0,2.5,8659.25,218.65,163.8,120.0,WINTER,AG9000PRO3,5400.0
259,M6I2021,796.11,9.0,2.5,8139.75,200.25,120.25,120.0,WINTER,3500RR2,5500.0
260,M6I2075,731.08,8.0,2.5,6956.631578947368,199.5,114.7,114.0,WINTER,3500RR2,5300.0
261,M6V2001,-1611.75,15.0,3.7599999999999993,6629.76,16.25,120.25,0.0,SUMMER,AS1868PRO3,5800.0
262,M6V2002,-1686.75,15.0,3.87,6837.923076923077,16.25,120.25,0.0,SUMMER,AS1633PRO3I,5600.0
263,M6V2003,-2218.8,15.0,4.6,7160.5,16.25,120.25,0.0,SUMMER,AS1868PRO3,5800.0
264,M6I20149,948.73,10.0,2.5,8805.4,224.0,120.0,138.0,WINTER,DKB265PRO3,4400.0
265,M6I20150,980.97,15.0,2.5,6583.0,224.0,120.0,138.0,WINTER,DKB265PRO3,4600.0
266,M6V2061,1236.15,12.0,2.66,10010.5,252.2,126.0,72.0,SUMMER,AG8480PRO3,7000.0
267,M6V2062,-144.72,15.0,3.01,10753.8,128.0,126.0,72.0,SUMMER,AG8480PRO3,6200.0
268,M4V2057,1420.09,22.0,2.3,7250.272509265315,216.408,5.2,72.0,SUMMER,DKB230PRO3,5900.0
269,M4V2065,1363.35,20.0,1.98,8300.277777777777,186.8272,2.6,93.12,SUMMER,AS1677PRO3,5500.0
270,M2V2023,712.36,8.0,2.5,7132.0,197.39999999999998,119.6,0.0,SUMMER,AG8480PRO3,6500.0
271,M2V2024,-15.82,9.0,3.485483870967741,7907.5,193.0,98.8,0.0,SUMMER,DKB290PRO3,4500.0
272,M7I2010,599.17,15.0,2.5,7691.6,160.0,104.0,180.0,WINTER,AG8780PRO3,5400.0
273,M7I2011,609.35,16.0,2.5,8151.509433962264,160.0,104.0,120.0,WINTER,AG8780PRO3,5400.0
274,M6V2007,491.82,24.0,2.2008333333333328,6300.0,156.7,0.0,150.0,SUMMER,AG9025PRO3,8300.0
275,M6V2008,1342.52,9.0,2.1412499999999994,11026.142857142857,210.4,124.8,123.0,SUMMER,AG7088PRO3,8000.0
276,M6V2009,1014.71,24.0,2.598846153846154,7299.866666666667,190.9,0.0,135.6,SUMMER,AG9025PRO3,8300.0
277,M6V2010,1068.16,30.0,2.061562500000001,6932.631578947368,142.6,0.0,120.0,SUMMER,AG9025PRO3,8300.0
278,M2V2025,724.29,13.0,2.4,4618.048780487805,183.54,0.0,0.0,SUMMER,AG9040,5400.0
279,M6I2031,13.72,14.0,2.5,4222.916666666667,116.2,114.4,0.0,WINTER,DKB265PRO3,4600.0
280,M6I2032,-1.02,11.0,2.5,5948.166666666667,115.0,0.0,0.0,WINTER,DKB265PRO3,4600.0
281,M6I2033,816.63,13.0,2.5,3638.769230769231,208.2,114.4,0.0,WINTER,DKB265PRO3,4600.0
282,M6I2034,-228.0,13.0,2.5,5611.589743589743,85.4,0.0,0.0,WINTER,DKB265PRO3,4600.0
283,M6V2064,701.71,19.0,2.6,4278.166666666667,186.6,0.0,0.0,SUMMER,DKB363PRO3,3400.0
284,M6V2065,652.23,17.0,2.6,4003.5833333333335,186.6,0.0,0.0,SUMMER,DKB363PRO3,3400.0
285,M6I20170,-493.5,16.0,2.5,3926.5,108.8,110.4,85.2,WINTER,AG8061PRO2,3100.0
286,M4V2017,-42.83,15.0,2.5,7816.165598817151,189.99,0.0,118.2,SUMMER,DKB230PRO3,5600.0
287,M4V2018,-73.84,15.0,2.5,7821.632124352332,183.51,0.0,104.94,SUMMER,DKB230PRO3,5600.0
288,M6V2063,52.6,19.0,2.45,3772.0,101.2,0.0,0.0,SUMMER,AG7098PRO2,5900.0
289,M6I20165,811.5,11.0,2.5,7088.0,202.0,108.0,150.0,WINTER,AG8690PRO3,6700.0
290,M6I20166,783.94,10.0,2.5,6863.368421052632,202.0,108.0,150.0,WINTER,AG8690PRO3,6700.0
291,M6I20178,876.91,15.0,2.5,12122.0,186.65,127.8,139.8,WINTER,AG1051,8400.0
292,M6I20180,557.01,15.0,2.5,2010.1333333333332,186.65,127.8,139.8,WINTER,DKB255PRO3,3600.0
293,M7V2042,-1727.93,11.0,4.5,3166.5853658536585,92.0,0.0,0.0,SUMMER,AG9030PRO3,4800.0
294,M7V2043,-670.44,21.0,4.5,4518.214285714285,184.0,0.0,0.0,SUMMER,AG9030PRO3,4100.0
295,M7V2044,754.15,19.0,2.5,3878.017241379311,184.0,0.0,0.0,SUMMER,AG9030PRO3,4100.0
296,M2V2028,296.23,21.0,2.5,7863.188405797101,112.0,0.0,108.0,SUMMER,DKB290PRO3,4500.0
297,M2V2029,-147.6,19.0,4.0,7313.695652173913,192.5,0.0,108.0,SUMMER,DKB290PRO3,5100.0
298,M4V2059,-107.58,10.0,2.4435294117647057,6401.991150442477,198.0,90.0,120.0,SUMMER,DKB230PRO3,5900.0
299,M6I20118,-289.27,14.0,2.5,6679.384615384615,115.3,119.6,120.0,WINTER,AG8480PRO3,5400.0
300,M7I2055,271.42,13.0,2.5,7030.571428571428,138.0,0.0,0.0,WINTER,DKB290PRO3,6600.0
301,M7I2056,243.16,12.0,2.5,6781.041666666667,138.0,0.0,0.0,WINTER,DKB290PRO3,6600.0
302,M7I2057,371.45,18.0,2.5,6947.452830188679,138.0,0.0,0.0,WINTER,DKB290PRO3,6600.0
303,M6I20108,876.85,16.0,2.5,6234.054054054054,199.0,111.0,132.0,WINTER,AG7098PRO2,6200.0
304,M6I20109,864.07,13.0,2.5,7783.466666666666,199.0,111.0,132.0,WINTER,AG7098PRO2,6200.0
305,M6I20119,932.34,19.0,2.5,6045.238095238095,199.0,111.0,132.0,WINTER,AG7098PRO2,6200.0
306,M6V2056,-244.31,12.0,2.76,8559.714285714286,92.0,0.0,0.0,SUMMER,AG8061PRO2,0.0
307,M2V2018,950.49,23.0,2.6,8407.225806451614,184.46,0.0,99.6,SUMMER,AG8780PRO,4500.0
308,M7I2001,2098.82,22.0,2.5,6463.9,292.5,78.0,108.0,WINTER,DKB390PRO2,5800.0
309,M7I2002,1013.55,22.0,2.5,7839.1,194.0,70.0,128.0,WINTER,DKB390PRO2,6100.0
310,M7I2003,1099.29,17.0,2.5,6208.125,217.66,73.12,128.0,WINTER,AG9030PRO3,5700.0
311,M7I2004,874.87,21.0,2.5,11079.56043956044,171.0,70.0,128.0,WINTER,AG8065PRO3,9500.0
312,M7V2015,996.76,21.0,2.5,10259.453125,184.0,0.0,0.0,SUMMER,AG8480PRO3,7000.0
313,M7V2016,908.8,19.0,2.5,8770.985915492958,184.0,0.0,0.0,SUMMER,AG8480PRO3,7000.0
314,M7V2017,993.89,24.0,2.551489361702128,9424.782608695652,184.0,0.0,0.0,SUMMER,AS1777PRO3,5700.0
315,M7V2018,1038.15,23.0,2.3996666666666657,7915.083333333333,184.0,0.0,0.0,SUMMER,AG8700PRO3,4200.0
316,M7V2019,834.37,28.0,2.80340909090909,7711.978021978022,184.0,0.0,0.0,SUMMER,AG8700PRO3,4200.0
317,M7V2072,266.63,20.0,2.5,6222.300884955752,119.6,0.0,0.0,SUMMER,AG9030PRO3,4800.0
318,M6I2088,1025.8,16.0,2.5,7862.777777777777,220.0,108.0,150.0,WINTER,AG8088PRO2,6500.0
319,M6I2089,1027.58,17.0,2.5,7277.407407407408,220.0,108.0,150.0,WINTER,AG8088PRO2,6500.0
320,M6I2090,1002.87,17.0,2.5,6498.360655737705,220.0,108.0,150.0,WINTER,AG8088PRO2,6500.0
321,M6I2071,-704.43,15.0,2.5,3659.020979020979,16.5,78.0,108.0,WINTER,AS1633PRO3,3700.0
322,M4V2013,-75.24,15.0,2.5,7627.272727272728,181.305,0.0,138.0,SUMMER,DKB265PRO3,7600.0
323,M4V2014,76.09,16.0,2.5,10810.185185185184,193.23,0.0,94.8,SUMMER,DKB265PRO3,7600.0
324,M4V2015,-3.68,21.0,2.5,6524.8,176.94,0.0,138.6,SUMMER,DKB265PRO3,7600.0
325,M4V2016,-16.24,15.0,2.5,8779.38053097345,184.68,0.0,159.6,SUMMER,DKB265PRO3,7600.0
326,M7I2069,792.55,12.0,2.5,5920.865994774169,200.32,117.24,120.0,WINTER,DKB335PRO3,5300.0
327,M7I2070,829.63,15.0,2.5,5585.280080381814,198.55,106.19999999999999,120.0,WINTER,DKB335PRO3,5500.0
328,M7I2071,890.6,16.0,2.5,6939.067378386544,198.275,104.89999999999999,120.0,WINTER,DKB335PRO3,5300.0
329,M7I2072,969.56,20.0,2.5,6337.936154417224,200.49,119.38,120.0,WINTER,DKB335PRO3,5300.0
330,M7I2073,899.78,16.0,2.5,6838.920900995286,200.105,117.56,120.0,WINTER,DKB335PRO3,5300.0
331,M7I2074,932.07,18.0,2.5,6835.833333333333,198.66,106.72,120.0,WINTER,DKB335PRO3,5500.0
332,M2V2019,76.92,11.0,2.9,3938.991596638656,164.57999999999998,98.8,0.0,SUMMER,DKB255PRO3,6500.0
333,M2V2020,261.41,10.0,2.7,7206.190476190476,181.5,100.88,17.6,SUMMER,DKB290PRO3,4500.0
334,M4V2071,-71.95,18.0,2.5,5889.714285714285,181.71,0.0,125.7,SUMMER,DKB230PRO3,5900.0
335,M4V2072,-171.78,15.0,2.5,5573.333333333333,173.7,0.0,133.32,SUMMER,DKB230PRO3,5900.0
336,M6I20113,703.84,14.0,2.5,4542.794117647059,186.3,119.6,132.0,WINTER,AG8061PRO2,3100.0
337,M6I2072,581.43,11.0,2.5,4341.0,186.3,119.6,0.0,WINTER,AG8061PRO2,2800.0
338,M7I2068,1217.99,23.0,2.5,7416.722222222223,212.1,83.2,100.2,WINTER,AG8061PRO2,3900.0
339,M6I20136,1109.08,21.0,2.5,4730.902377105931,211.5,130.0,150.0,WINTER,DKB390PRO4,4500.0
340,M6I20137,1098.14,21.0,2.5,4390.595009596929,211.5,130.0,150.0,WINTER,DKB390PRO4,4500.0
341,M6I20138,1194.88,21.0,2.5,7440.571428571428,211.5,130.0,150.0,WINTER,AG8700PRO4,2400.0
342,M6I20139,1192.08,22.0,2.5,6708.032128514056,211.5,130.0,150.0,WINTER,AG8700PRO4,2400.0
343,M6I2079,1950.48,8.0,2.5,9276.57142857143,297.12,99.84,97.2,WINTER,DKB255PRO3,6100.0
344,M6I2080,1935.19,8.0,2.5,8748.695652173914,297.23,100.36,97.2,WINTER,DKB255PRO3,6100.0
345,M6I2081,2039.91,13.0,2.5,8759.0,297.01,99.32,108.0,WINTER,DKB255PRO3,6100.0
346,M6I2082,2001.49,13.0,2.5,7341.111111111111,297.45,101.4,111.0,WINTER,DKB255PRO3,6100.0
347,M6I2083,2034.25,15.0,2.5,7038.75,297.56,101.92,111.0,WINTER,DKB255PRO3,6100.0
348,M6I2084,1274.52,15.0,2.5,8870.0,228.34,100.88,97.8,WINTER,DKB255PRO3,6100.0
349,M6I2085,512.23,10.0,2.5,10769.454545454546,185.2,120.0,130.0,WINTER,AG1051,9200.0
350,M4V2001,1113.0,17.0,2.2,10422.657342657343,174.8,0.0,141.0,SUMMER,AG9025PRO3,8300.0
351,M4V2002,-760.82,13.0,3.5,8869.86301369863,87.4,0.0,96.0,SUMMER,AG9025PRO3,8300.0
352,M4V2003,820.0,11.0,2.2,5752.083333333333,173.65,0.0,114.0,SUMMER,AS1677PRO3,5500.0
353,M4V2054,474.06,15.0,2.5,6034.285714285715,151.8,0.0,84.0,SUMMER,DKB230PRO3,5600.0
354,M4V2055,734.38,13.0,2.5,5973.846153846154,184.0,0.0,90.0,SUMMER,DKB230PRO3,5900.0
355,M4V2056,-342.56,15.0,3.9441666666666655,7328.795811518324,174.8,0.0,90.0,SUMMER,DKB230PRO3,5900.0
356,M6V2048,1114.17,12.0,2.1,8843.460891505467,184.0,0.0,120.0,SUMMER,AS1850PRO3,0.0
357,M4V2004,-1323.71,13.0,4.546842105263158,8287.2,165.3,0.0,30.0,SUMMER,AS1844PRO3,7700.0
358,M4V2042,-750.58,12.0,4.336,8626.0,211.3,0.0,37.5,SUMMER,AS1844PRO3,7700.0
359,M6I2087,993.24,19.0,2.5,7521.25,197.9,109.2,69.0,WINTER,DKB255PRO3,6100.0
360,M6I2099,1109.08,18.0,2.5,7253.0,213.3,182.0,75.0,WINTER,DKB255PRO3,6100.0
361,M6I20100,1178.45,17.0,2.5,10580.588235294115,209.3,119.6,120.0,WINTER,DKB177PRO3,5700.0
362,M6I20101,1145.55,14.0,2.5,11482.658227848102,209.3,119.6,120.0,WINTER,DKB177PRO3,5700.0
363,M6I20102,1035.35,12.0,2.5,9292.307692307691,209.3,119.6,120.0,WINTER,DKB177PRO3,5700.0
364,M6V2070,240.19,18.0,3.7,8892.888888888889,209.3,119.6,0.0,SUMMER,DKB265PRO3,6300.0
365,M6V2071,-58.27,16.0,4.0,7797.555555555556,209.3,119.6,0.0,SUMMER,DKB265PRO3,6300.0
366,M6V2072,113.04,16.0,3.7,6168.210526315789,209.3,119.6,0.0,SUMMER,DKB265PRO3,6300.0
367,M7I2019,1107.87,24.0,2.5,6757.086614173229,200.28,76.96,103.2,WINTER,AS1868PRO3,5200.0
368,M7I2020,1094.84,24.0,2.5,6328.676470588235,200.28,76.96,105.0,WINTER,AS1868PRO3,5600.0
369,M7I2021,1150.63,24.0,2.5,7115.833333333333,203.57999999999998,92.56,103.2,WINTER,AS1868PRO3,5600.0
370,M7I2022,1119.66,24.0,2.5,7462.317073170731,199.18,71.76,103.2,WINTER,AS1868PRO3,5600.0
371,M7I2079,1057.6,21.0,2.5,7727.701149425287,199.18,71.76,82.2,WINTER,3700RR2,7100.0
372,M7I2080,1134.51,23.0,2.5,8327.8,200.17000000000002,76.44,100.2,WINTER,3700RR2,6300.0
373,M2I2005,409.14,10.0,2.5,7509.6,155.7,0.0,120.0,WINTER,3700RR2,7300.0
374,M2I2006,261.38,15.0,2.5,7468.571428571428,124.2,0.0,132.0,WINTER,3700RR2,6700.0
