,CO2_kg_per_Ha,Crop_Protection_Application_Doses,Soil_Organic_Matter,Yield_kg_per_Ha,N_as_Urea_kg_per_Ha,N_as_Nitrate_kg_per_Ha,N_as_Ammonium_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,P_as_P2O5_kg_per_Ha,K_as_Potassium_kg_per_Ha,K_as_K2O_kg_per_Ha
261,870.72,26.0,2.5,6551.066666666667,161.0,11.0,0.0,77.0,0.0,0.0,96.0
262,830.74,12.0,2.5,4734.444444444444,92.0,0.0,24.2,0.0,114.4,0.0,0.0
263,-883.5,12.0,2.72,4734.25,0.0,0.0,24.2,0.0,114.4,0.0,0.0
264,-398.67,20.0,3.950561797752809,6921.797752808989,108.36,16.02,33.07,0.0,80.6,0.0,111.0
265,-53.86,20.0,3.2,6345.0,99.84,10.68,27.015,0.0,77.22,0.0,109.98
266,-550.94,22.0,3.4,5768.148148148148,80.96,0.0,16.918000000000003,0.0,79.976,0.0,98.16
267,158.85,23.0,3.0,5385.4098360655735,25.56,16.02,34.72,0.0,88.4,0.0,100.2
268,1125.68,20.0,2.459999918937683,7526.341463414634,92.0,0.0,20.9,0.0,98.8,0.0,108.0
269,106.79,25.0,2.837500015894572,7687.6,92.0,0.0,19.8,0.0,93.6,0.0,108.0
270,-1147.02,20.0,3.4375,7526.354166666667,0.0,0.0,19.8,0.0,93.6,0.0,120.0
271,889.8,21.0,3.0125,1434.888888888889,184.0,0.0,60.5,0.0,286.0,0.0,0.0
272,1427.98,13.0,2.230769230769231,5278.0,184.0,0.0,60.5,0.0,286.0,0.0,0.0
273,441.3,15.0,3.330000000000003,6480.0,184.0,0.0,29.7,0.0,140.4,0.0,138.0
274,874.36,21.0,2.9875,9095.272595544286,115.0,0.0,26.4,0.0,124.8,0.0,150.0
275,493.64,21.0,3.1,8130.11063011063,69.0,0.0,26.4,0.0,124.8,0.0,0.0
276,-1190.97,15.0,3.0355140186915888,3024.769230769231,0.0,15.0,0.0,90.0,0.0,30.0,90.0
277,-1410.83,15.0,3.318181818181818,2710.3076923076924,0.0,15.0,0.0,90.0,0.0,30.0,90.0
278,-1190.97,15.0,3.0355140186915888,3024.8571428571427,0.0,15.0,0.0,90.0,0.0,30.0,90.0
279,-1262.25,15.0,3.1419354838709674,3266.830065359477,0.0,15.0,0.0,90.0,0.0,30.0,90.0
280,-780.0,15.0,2.67,6736.851851851852,0.0,34.4,0.0,120.4,0.0,68.8,0.0
281,-784.57,15.0,2.66,6363.333333333333,0.0,34.4,0.0,120.4,0.0,68.8,0.0
282,-878.14,15.0,2.66,3400.0,0.0,34.4,0.0,120.4,0.0,68.8,0.0
283,-815.78,15.0,2.76,7722.5,0.0,34.4,0.0,120.4,0.0,68.8,0.0
284,-806.41,15.0,2.62,4736.5,0.0,34.4,0.0,120.4,0.0,68.8,0.0
285,-892.81,15.0,2.8,6221.428571428572,0.0,34.4,0.0,120.4,0.0,68.8,0.0
286,-526.57,15.0,2.22,4187.666666666667,0.0,34.4,0.0,120.4,0.0,68.8,0.0
287,1050.18,15.0,2.2394736842105263,3097.375,177.1,0.0,27.5,0.0,130.0,0.0,130.2
288,874.96,15.0,2.4363636363636365,2185.0,177.1,0.0,27.5,0.0,130.0,0.0,130.2
289,924.29,24.0,2.6045454545454545,1858.9166666666667,177.1,0.0,27.5,0.0,130.0,0.0,130.2
290,-560.47,15.0,3.525,4175.988023952096,55.2,0.0,19.8,0.0,93.6,0.0,120.0
291,-549.69,15.0,2.3200000000000003,7972.954545454545,0.0,0.0,0.0,0.0,0.0,0.0,120.0
292,-1596.85,9.0,3.595,4123.609467455622,0.0,0.0,19.8,0.0,93.6,0.0,120.0
293,10.59,9.0,3.365,6385.785123966943,55.2,0.0,20.35,0.0,96.2,0.0,120.0
294,-608.16,15.0,2.407264,8170.533333333334,0.0,0.0,0.0,0.0,0.0,0.0,120.0
295,1227.33,15.0,2.5,7342.524916943521,69.0,40.0,0.0,120.0,0.0,160.0,0.0
296,1227.33,15.0,2.5,7342.532467532467,69.0,40.0,0.0,120.0,0.0,160.0,0.0
297,367.54,12.0,2.95,7889.0625,92.0,0.0,0.0,0.0,0.0,0.0,0.0
298,387.73,12.0,2.9,7350.1984126984125,92.0,0.0,0.0,0.0,0.0,0.0,0.0
299,247.19,14.0,3.2,8663.257670241956,92.0,0.0,0.0,0.0,0.0,0.0,0.0
300,424.83,13.0,2.9,7879.950083194675,92.0,0.0,0.0,0.0,0.0,0.0,0.0
301,-43.81,21.0,3.8,6652.177246243484,159.16,0.0,28.6,0.0,135.2,0.0,120.0
302,295.39,21.0,3.4,7674.285714285715,107.18,0.0,28.6,0.0,135.2,0.0,111.0
303,120.65,24.0,3.6,7704.150943396226,160.07999999999998,0.0,19.8,0.0,93.6,0.0,103.8
304,476.87,23.0,2.6153846153846154,5666.153846153846,0.0,14.0,0.0,152.0,0.0,0.0,0.0
305,754.96,18.0,2.3625,5678.461538461538,0.0,14.0,0.0,152.0,0.0,0.0,0.0
306,486.58,17.0,3.4,9272.75,192.28,0.0,18.7,0.0,88.4,0.0,114.0
307,67.82,22.0,1.662,4491.777777777777,0.0,0.0,19.8,0.0,93.6,0.0,114.0
308,-677.41,20.0,3.7,6625.538461538462,92.0,0.0,19.8,0.0,93.6,0.0,90.0
309,1029.05,15.0,2.5,6030.0,193.2,0.0,19.8,0.0,93.6,0.0,108.0
310,245.89,21.0,3.6,6828.0,92.0,0.0,17.6,0.0,83.2,0.0,108.0
311,216.15,17.0,3.5,6522.888888888889,181.7,0.0,18.7,0.0,88.4,0.0,108.0
312,1629.12,19.0,2.0926829268292684,6377.125,211.6,0.0,20.9,0.0,98.8,0.0,108.0
313,359.61,16.0,3.5,9417.692307692309,188.6,0.0,19.8,0.0,93.6,0.0,90.0
314,-7.88,17.0,1.825,7513.461538461538,0.0,0.0,20.9,0.0,98.8,0.0,108.0
315,157.5,17.0,1.5182795698924731,7513.406593406594,0.0,0.0,19.8,0.0,93.6,0.0,90.0
316,328.06,20.0,3.362285714285714,10312.378048780489,55.2,0.0,22.0,0.0,104.0,0.0,0.0
317,856.51,13.0,3.445714285714285,8392.413793103447,124.2,0.0,0.0,0.0,0.0,0.0,0.0
318,254.73,18.0,3.524375,8814.133333333333,124.2,0.0,22.0,0.0,104.0,0.0,0.0
319,55.05,14.0,3.546875,8181.142857142857,55.2,0.0,22.0,0.0,104.0,0.0,132.0
320,921.34,14.0,2.5,8424.9,124.2,0.0,22.0,0.0,104.0,0.0,0.0
321,563.59,15.0,3.1,7688.625,92.0,0.0,22.0,0.0,104.0,0.0,108.0
322,1019.7,15.0,2.5,7189.28,92.0,48.0,0.0,120.0,0.0,120.0,0.0
323,1296.1,17.0,2.5,4777.294117647059,92.0,48.0,0.0,120.0,0.0,120.0,0.0
324,-195.48,15.0,2.845833333333333,6207.2,0.0,102.5,0.0,105.0,0.0,120.0,0.0
325,754.39,15.0,3.0529411764705885,6363.365384615385,69.0,35.0,0.0,105.0,0.0,155.0,0.0
326,1094.21,15.0,2.5821428571428573,6517.666666666667,69.0,35.0,0.0,105.0,0.0,35.0,0.0
327,631.06,15.0,3.1923076923076925,6207.295081967213,69.0,35.0,0.0,105.0,0.0,0.0,0.0
328,991.57,15.0,2.6923076923076925,5389.886363636364,69.0,35.0,0.0,105.0,0.0,120.0,0.0
329,904.21,22.0,2.988888889,7723.823529411765,138.0,0.0,33.22,0.0,157.04,0.0,120.0
330,2003.94,17.0,1.982222222,6000.0,138.0,0.0,33.0,0.0,156.0,0.0,139.8
331,486.93,15.0,3.2851851850000005,5861.634615384615,92.0,0.0,33.0,0.0,156.0,0.0,138.0
332,1290.53,17.0,2.23,3918.362068965517,128.8,0.0,33.0,0.0,156.0,0.0,120.0
333,212.07,24.0,2.66,4545.245901639344,0.0,184.25,20.25,128.0,0.0,56.0,0.0
334,525.88,23.0,2.25,4856.724137931034,0.0,76.25,20.25,128.0,0.0,56.0,0.0
335,-501.85,20.0,2.45,5207.6,0.0,56.0,0.0,128.0,0.0,56.0,0.0
336,-367.94,20.0,2.74,3466.0,0.0,76.25,20.25,128.0,0.0,56.0,0.0
337,-447.93,20.0,2.88,4227.5,0.0,76.25,20.25,128.0,0.0,56.0,0.0
338,286.75,19.0,2.45,5207.831325301205,0.0,184.25,20.25,56.0,0.0,128.0,0.0
339,420.36,23.0,2.41,5899.36507936508,0.0,184.25,20.25,128.0,0.0,56.0,0.0
340,327.75,21.0,2.45,5208.181818181818,0.0,184.25,20.25,56.0,0.0,128.0,0.0
341,232.41,20.0,2.5,3395.714285714286,0.0,76.25,20.25,128.0,0.0,56.0,0.0
342,306.89,19.0,2.6,1768.4552845528456,128.8,0.0,22.0,0.0,104.0,0.0,108.0
343,283.84,21.0,2.7,2084.205607476636,128.8,0.0,22.0,0.0,104.0,0.0,108.0
344,-293.4,19.0,3.4,1578.9528795811518,128.8,0.0,22.0,0.0,104.0,0.0,108.0
345,78.75,20.0,2.9,947.4545454545456,128.8,0.0,22.0,0.0,104.0,0.0,108.0
346,14.22,20.0,3.1,3600.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0
347,1081.32,17.0,2.5,4048.0434782608695,211.6,18.5,0.0,129.5,0.0,18.5,0.0
348,863.47,10.0,2.293846153846154,5682.247191011236,113.62,15.0,0.55,90.0,2.6,30.0,90.0
349,-254.38,13.0,3.785454545454545,7694.444444444444,168.82,15.0,0.55,90.0,2.6,30.0,90.0
350,9.29,12.0,3.2555555555555555,3540.0,168.82,15.0,0.495,90.0,2.34,30.0,138.0
351,-874.1,15.0,3.01,2775.0714285714284,55.2,0.0,0.0,0.0,0.0,0.0,0.0
352,945.65,24.0,2.7826666666666666,6588.4,92.0,0.0,22.44,0.0,106.08,0.0,90.0
353,581.15,11.0,2.33,8965.0,92.0,41.6,42.0,0.0,0.0,41.6,132.0
354,22.05,15.0,2.1,7992.5,0.0,41.6,42.0,0.0,0.0,41.6,132.0
355,1256.69,23.0,2.2,5438.200582687275,92.0,22.05,0.33,98.0,1.56,0.0,132.6
356,525.31,20.0,3.1,5404.768583450211,92.0,22.05,0.33,98.0,1.56,0.0,132.0
357,917.24,21.0,2.6,5404.920913884007,92.0,22.05,0.33,98.0,1.56,0.0,132.0
358,155.08,15.0,2.5,4800.0,92.0,0.0,29.7,0.0,140.4,0.0,138.0
359,1291.91,19.0,2.5,3721.794871794872,151.8,32.0,0.0,112.0,0.0,64.0,0.0
360,1070.86,20.0,2.8705882352941177,8468.058252427185,80.5,0.0,67.52,0.0,120.64,0.0,132.0
361,-161.42,14.0,3.2375,7712.058823529412,80.5,0.0,64.22,0.0,105.04,0.0,120.0
362,1079.74,18.0,2.803125,8516.31067961165,80.5,0.0,67.575,0.0,120.9,0.0,120.0
363,1470.48,20.0,2.34375,8629.801980198019,80.5,0.0,67.85,0.0,122.2,0.0,132.0
364,1054.28,17.0,2.771875,8148.333333333333,80.5,0.0,66.2,0.0,114.4,0.0,120.0
365,161.83,15.0,2.8657142857142857,7712.115384615385,80.5,0.0,67.3,0.0,119.6,0.0,120.0
366,995.21,19.0,2.9611111111111112,8784.857142857143,80.5,0.0,67.52,0.0,120.64,0.0,132.0
367,1525.87,18.0,2.1638888888888888,7712.056074766355,80.5,0.0,67.52,0.0,120.64,0.0,120.0
368,652.68,16.0,3.203333333333333,5810.606060606061,80.5,0.0,67.52,0.0,120.64,0.0,120.0
369,553.37,19.0,3.55625,8856.9,80.5,0.0,67.52,0.0,120.64,0.0,132.0
370,826.22,21.0,3.17,7118.876404494382,80.5,0.0,67.52,0.0,120.64,0.0,132.0
371,-109.83,11.0,3.6208333333333336,5672.526315789473,92.0,16.0,0.0,118.4,0.0,120.0,0.0
372,-113.96,14.0,3.6583333333333337,4480.0,92.0,16.0,0.0,118.4,0.0,120.0,0.0
373,4.76,11.0,3.6125,9096.666666666666,92.0,16.0,0.0,118.4,0.0,120.0,0.0
374,201.58,11.0,3.201639344262295,5672.583333333333,92.0,16.0,0.0,118.4,0.0,120.0,0.0
375,-199.84,14.0,3.778688524590164,4582.8,92.0,16.0,0.0,118.4,0.0,120.0,0.0
376,-219.87,13.0,3.756666666666667,4080.0,92.0,16.0,0.0,118.4,0.0,120.0,0.0
377,74.28,13.0,2.55,4734.420500873616,0.0,184.25,20.25,56.0,0.0,128.0,0.0
378,127.18,15.0,2.55,5089.285714285715,0.0,184.25,20.25,56.0,0.0,132.8,0.0
379,193.44,15.0,2.46,5089.423648247178,0.0,184.25,20.25,56.0,0.0,128.0,0.0
380,215.73,15.0,2.43,5088.96551724138,0.0,184.25,20.25,56.0,0.0,128.0,0.0
381,128.99,9.0,2.375,4941.2855377008655,0.0,184.25,20.25,56.0,0.0,128.0,0.0
382,-121.4,15.0,3.648484848484848,6571.985294117647,46.0,44.55,68.75,0.0,114.4,0.0,114.0
383,-140.26,15.0,3.574647887323944,7423.928571428572,46.0,68.75,44.55,112.2,0.0,0.0,114.0
384,265.5,15.0,2.5,11529.833333333334,92.0,0.0,24.2,0.0,114.4,0.0,0.0
385,250.86,15.0,2.5,8623.333333333334,101.2,0.0,24.2,0.0,114.4,0.0,0.0
386,-395.02,9.0,2.275294117647059,7384.7,0.0,0.0,42.0,0.0,0.0,0.0,99.0
387,-503.51,15.0,2.132941176470588,2945.75,0.0,40.0,0.0,0.0,0.0,30.0,0.0
388,-1218.33,15.0,3.245,8827.368421052632,0.0,0.0,0.0,0.0,0.0,0.0,99.0
389,1363.32,16.0,1.8857142857142857,6600.0,184.0,25.0,0.0,70.0,0.0,25.0,72.0
390,1199.44,15.0,1.7,1578.8709677419354,184.0,25.0,0.0,70.0,0.0,25.0,72.0
391,949.9,15.0,2.20625,3538.695652173913,92.0,12.65,0.0,70.84,0.0,0.0,72.0
392,1283.56,11.0,1.586111111111111,5800.0,92.0,12.65,0.0,93.61,0.0,0.0,72.0
393,1303.87,17.0,1.9933333333333332,6600.0,92.0,25.0,0.0,70.0,0.0,25.0,72.0
394,890.51,12.0,2.225,2210.5333333333333,184.0,25.0,0.0,70.0,0.0,25.0,72.0
395,1038.11,21.0,2.5,8348.22966507177,92.0,14.0,0.33,103.6,1.56,0.0,120.0
396,205.61,19.0,2.5,8765.66037735849,95.22,14.0,0.0,103.6,0.0,0.0,120.0
397,-1167.11,8.0,2.750270276456266,4613.4,0.0,0.0,0.22,0.0,1.04,0.0,0.0
398,1306.64,12.0,1.5,2210.531914893617,92.0,25.0,0.0,70.0,0.0,25.0,72.0
399,595.45,19.0,3.1,9223.606557377048,174.8,36.0,0.0,108.0,0.0,54.0,108.0
400,661.0,18.0,3.1,8970.555555555555,92.0,36.0,0.0,108.0,0.0,54.0,108.0
401,-844.46,15.0,2.5,3266.7832167832166,0.0,0.0,0.0,0.0,0.0,0.0,90.0
402,1210.74,23.0,2.1875,7070.7019967349,92.0,11.75,0.33,86.95,1.56,0.0,0.0
403,1448.31,21.0,1.8125,7070.6731367425655,92.0,11.75,0.33,86.95,1.56,0.0,0.0
404,1373.13,21.0,2.24,5328.645833333333,105.8,14.0,0.33,103.6,1.56,0.0,0.0
405,1351.55,22.0,1.988888888888889,7513.445462785779,92.0,11.75,0.33,86.95,1.56,0.0,0.0
406,1638.82,21.0,1.776923076923077,7871.1952487008175,197.8,11.75,0.33,86.95,1.56,0.0,0.0
407,1721.33,21.0,1.6933333333333334,7871.193765961626,105.8,13.0,0.33,96.2,1.56,0.0,0.0
408,1104.08,22.0,2.5,5861.645569620253,92.0,0.0,22.44,0.0,106.08,0.0,120.0
409,1091.39,23.0,2.5,4806.588235294118,92.0,0.0,22.44,0.0,106.08,0.0,120.0
410,1029.89,20.0,2.5,4806.538461538462,92.0,0.0,22.44,0.0,106.08,0.0,120.0
411,-561.2,23.0,4.9,7952.4,92.0,0.0,25.63,0.0,121.16,0.0,120.0
412,-644.77,21.0,5.746666666666667,6542.461538461538,92.0,0.0,25.63,0.0,121.16,0.0,120.0
413,-486.74,23.0,5.63,7501.692307692308,92.0,0.0,25.63,0.0,121.16,0.0,120.0
414,-553.42,22.0,5.58,4867.6,92.0,0.0,25.63,0.0,121.16,0.0,120.0
415,-510.27,18.0,5.46,6006.75,92.0,0.0,25.63,0.0,121.16,0.0,120.0
416,-430.58,21.0,5.430769230769231,5895.826086956522,92.0,0.0,25.63,0.0,121.16,0.0,120.0
417,-567.71,13.0,3.725806160860284,8669.655172413793,48.28,30.26,46.760000000000005,0.0,78.0,0.0,84.0
418,-410.53,22.0,3.641414141414141,5040.0,49.7,31.15,47.65,0.0,78.0,0.0,66.0
419,383.8,13.0,2.5,7920.0,51.12,32.040000000000006,48.54,0.0,78.0,0.0,84.0
420,567.91,27.0,2.8,4800.0,161.0,10.5,0.0,77.7,0.0,0.0,90.0
421,56.43,27.0,3.5,4680.0,161.0,10.5,0.0,77.7,0.0,0.0,120.0
422,-131.89,15.0,2.5,5190.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
423,421.94,15.0,3.0,1608.6046511627908,184.0,0.0,24.2,0.0,114.4,0.0,0.0
424,1327.21,23.0,1.6800000000000002,9207.592592592591,0.0,40.5,104.5,0.0,104.0,0.0,120.0
425,1293.0,17.0,1.5666666666666669,9349.444444444443,0.0,40.5,104.5,0.0,104.0,0.0,120.0
426,835.69,26.0,2.4511111111111115,7070.72,0.0,40.5,104.5,0.0,104.0,0.0,120.0
427,571.3,24.0,2.542222222222222,5280.0,0.0,60.5,82.5,92.0,0.0,0.0,120.0
428,1420.99,25.0,1.551923076923077,7871.192052980133,0.0,40.5,104.5,0.0,104.0,0.0,120.0
429,-187.87,19.0,2.7,5519.069767441861,92.0,0.0,0.0,0.0,0.0,0.0,0.0
430,546.65,12.0,2.69875,4573.619047619048,115.0,10.0,0.0,94.0,0.0,0.0,90.0
431,643.77,19.0,2.89,7602.166666666667,115.0,10.0,0.0,94.0,0.0,0.0,90.0
432,767.85,18.0,2.635,6183.238095238095,115.0,10.0,0.0,94.0,0.0,0.0,90.0
433,706.31,17.0,2.7625,7874.272727272727,115.0,10.0,0.0,94.0,0.0,0.0,90.0
434,950.91,17.0,2.38,6634.102564102564,115.0,10.0,0.0,94.0,0.0,0.0,90.0
435,-2246.65,15.0,4.4,2324.6,0.0,10.0,0.0,94.0,0.0,0.0,90.0
436,-1154.65,15.0,2.93,2324.5238095238096,0.0,10.0,0.0,94.0,0.0,0.0,90.0
437,83.5,17.0,3.3,4800.0,170.2,10.5,0.0,77.7,0.0,0.0,102.0
438,349.32,29.0,3.1,3792.9,161.0,10.5,0.0,77.7,0.0,0.0,78.0
439,116.95,27.0,3.35,3612.1951219512193,161.0,10.5,0.0,77.7,0.0,0.0,78.0
440,401.31,30.0,3.05,3612.1917808219177,161.0,10.5,0.0,77.7,0.0,0.0,78.0
441,-768.13,15.0,2.8,9984.857142857143,0.0,38.0,0.0,91.2,0.0,38.0,0.0
442,192.63,14.0,3.4595238095238097,4648.488372093023,188.6,0.0,23.1,0.0,109.2,0.0,0.0
443,2902.12,15.0,3.905769230769231,4648.431372549019,188.6,0.0,23.1,0.0,109.2,0.0,102.0
444,-360.06,20.0,3.325,6837.65306122449,92.0,0.0,23.1,0.0,109.2,0.0,102.0
445,354.65,16.0,3.4477611940298507,8205.151515151516,188.6,0.0,23.1,0.0,109.2,0.0,0.0
446,689.97,25.0,3.1818181818181817,8205.166666666666,92.0,0.0,23.1,0.0,109.2,0.0,0.0
447,772.27,12.0,2.7125,6477.0,92.0,0.0,23.65,0.0,111.8,0.0,120.0
448,1047.35,11.0,2.2285714285714286,4453.0,92.0,0.0,23.65,0.0,111.8,0.0,120.0
449,1158.87,16.0,2.18125,3628.0,92.0,0.0,23.65,0.0,111.8,0.0,120.0
450,1095.32,14.0,2.1707317073170733,2670.75,92.0,0.0,23.65,0.0,111.8,0.0,120.0
451,2261.29,17.0,0.4,2225.0,92.0,0.0,15.4,0.0,72.8,0.0,120.0
452,945.5,17.0,2.7564102564102564,5091.914893617021,92.0,0.0,61.8,0.0,93.6,0.0,120.0
453,2071.85,23.0,2.5,7201.851851851852,92.0,27.0,91.0,0.0,104.0,0.0,120.0
454,928.75,13.0,2.661904761904762,5091.964285714285,92.0,0.0,61.8,0.0,93.6,0.0,108.0
455,326.57,16.0,2.6166666666666667,5092.0,92.0,0.0,61.8,0.0,93.6,0.0,90.0
456,572.75,25.0,2.5,7029.069767441861,23.0,67.5,17.6,0.0,83.2,120.0,0.0
457,1915.66,25.0,2.7564102564102564,6981.276595744681,92.0,27.0,91.0,0.0,104.0,0.0,120.0
458,1348.88,14.0,2.5708333333333333,4054.7619047619046,92.0,22.4,0.0,78.4,0.0,44.8,90.0
459,1061.97,16.0,2.5278260869565217,4054.7619047619046,92.0,0.0,61.8,0.0,93.6,0.0,120.0
460,354.92,15.0,3.2,5927.894736842105,92.0,22.4,0.0,112.0,0.0,0.0,120.0
461,-355.63,15.0,4.2,7680.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0
462,131.19,15.0,3.5,6623.958333333333,92.0,19.2,0.0,96.0,0.0,0.0,108.0
463,109.16,15.0,3.6,8280.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0
464,-504.55,15.0,4.4,7668.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0
465,1055.45,15.0,2.3,7668.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0
466,848.81,22.0,2.7071428571428573,6399.72972972973,92.0,19.2,0.0,96.0,0.0,0.0,90.0
467,995.0,19.0,2.4,5748.035714285715,92.0,19.2,0.0,96.0,0.0,0.0,90.0
468,635.2,17.0,3.046875,4054.754098360656,92.0,22.4,42.0,78.4,0.0,44.8,120.0
469,863.69,15.0,2.5,4650.769230769231,179.4,36.0,0.0,108.0,0.0,54.0,114.0
470,514.75,15.0,3.1,6298.125,92.0,36.0,0.0,108.0,0.0,54.0,108.0
471,580.45,15.0,3.1,8210.882352941177,92.0,36.0,0.0,108.0,0.0,54.0,120.0
472,105.64,9.0,3.540625,11689.75,165.6,0.0,25.63,0.0,121.16,0.0,138.0
473,546.63,10.0,2.8833333333333333,9552.08695652174,165.6,0.0,25.63,0.0,121.16,0.0,138.0
474,436.83,12.0,2.940625,10369.565217391304,151.8,0.0,25.41,0.0,120.12,0.0,138.0
475,1077.47,19.0,2.5,4670.967741935484,193.2,0.0,25.3,0.0,119.6,0.0,0.0
476,1284.24,25.0,2.43,11398.984771573603,184.0,0.0,16.28,0.0,76.96,0.0,0.0
477,1132.28,20.0,2.59,11261.478260869566,184.0,0.0,19.58,0.0,92.56,0.0,102.0
478,1461.29,21.0,2.0,9490.78073089701,92.0,0.0,16.28,0.0,76.96,0.0,0.0
479,947.94,20.0,2.68625,4299.875,92.0,0.0,31.24,0.0,147.68,0.0,90.0
480,330.49,24.0,3.8146874999999993,8516.307692307691,92.0,0.0,31.13,0.0,147.16,0.0,90.0
481,315.95,20.0,3.5370000000000004,4299.8,92.0,0.0,31.24,0.0,147.68,0.0,90.0
482,360.39,19.0,3.5775,6908.25,92.0,0.0,31.24,0.0,147.68,0.0,120.0
483,2525.0,24.0,1.5891891891891892,10182.933333333332,115.0,6.75,34.525,0.0,131.3,0.0,108.0
484,2560.11,21.0,1.5192307692307692,11515.6,115.0,6.75,34.745,0.0,132.34,0.0,108.0
485,1974.12,20.0,2.1115384615384616,8252.4,115.0,0.0,27.775,0.0,131.3,0.0,108.0
486,2562.38,24.0,1.4675675675675677,8504.8,115.0,6.75,34.525,0.0,131.3,0.0,108.0
487,-610.22,15.0,2.7,5498.266666666666,0.0,112.0,0.0,86.4,0.0,78.0,0.0
488,-81.29,15.0,2.66,5880.0,92.0,36.0,0.0,86.4,0.0,36.0,0.0
489,237.95,25.0,2.5,9267.777777777776,0.0,88.0,0.0,136.0,0.0,88.0,0.0
490,-113.13,15.0,2.8,5392.731741573034,0.0,0.0,44.1,0.0,0.0,0.0,120.0
491,373.55,19.0,3.333333333333333,5610.5,124.2,0.0,83.9,0.0,98.8,0.0,90.0
492,470.26,21.0,3.2583333333333337,5610.416666666667,124.2,0.0,83.9,0.0,98.8,0.0,90.0
493,784.98,22.0,2.89375,5610.540540540541,126.5,0.0,83.9,0.0,98.8,0.0,90.0
494,327.29,21.0,3.18125,8378.648648648648,38.34,24.03,107.93,0.0,98.8,0.0,90.0
495,505.31,19.0,2.812903225806452,5610.5970149253735,39.76,24.92,108.82,0.0,98.8,0.0,90.0
496,-648.15,18.0,4.16,5955.0,92.0,75.0,0.0,0.0,0.0,50.0,0.0
497,912.52,21.0,2.5,6707.4,115.0,75.0,0.0,0.0,0.0,50.0,0.0
498,529.23,22.0,2.91,3566.6129032258063,115.0,75.0,0.0,0.0,0.0,50.0,0.0
499,202.99,18.0,3.3466666666666667,6105.581395348837,115.0,75.0,0.0,0.0,0.0,50.0,0.0
500,-239.89,15.0,2.597850968320494,4073.493975903615,92.0,0.0,0.0,0.0,0.0,0.0,0.0
501,314.8,17.0,3.12,6969.677419354839,92.0,0.0,0.0,0.0,0.0,0.0,0.0
502,-312.82,19.0,2.93,6969.636363636364,92.0,0.0,0.0,0.0,0.0,0.0,0.0
503,485.73,17.0,3.2400000000000007,7954.666666666667,207.0,0.0,0.0,0.0,0.0,0.0,0.0
504,-522.49,18.0,4.25,6392.846153846154,92.0,0.0,0.0,0.0,0.0,0.0,0.0
