,Field_Name,CO2_kg_per_Ha,Total_Water_Applied_mm,Crop_Protection_Application_Doses,Soil_Organic_Matter,Yield_kg_per_Ha,N_as_Urea_kg_per_Ha,N_as_Nitrate_kg_per_Ha,N_as_Ammonium_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,P_as_P2O5_kg_per_Ha,K_as_Potassium_kg_per_Ha,K_as_K2O_kg_per_Ha
735,M6V2114,75.63,450.0,15.0,1.5,4226.8421052631575,0.0,16.2,0.0,88.2,0.0,120.0,0.0
736,M6V2115,53.55,450.0,8.0,1.9,4521.5625,0.0,92.0,19.8,0.0,93.6,120.0,0.0
737,M6V2116,382.73,450.0,15.0,2.0,3201.714285714286,0.0,182.0,19.8,0.0,93.6,120.0,0.0
738,M6V2167,-251.63,450.0,15.0,2.0,4201.111111111111,0.0,16.2,0.0,88.2,0.0,120.0,0.0
739,M7I2166,1038.11,350.0,21.0,2.5,4200.0,92.0,14.0,0.33,103.6,1.56,0.0,120.0
740,M7I2167,205.61,350.0,19.0,2.5,4410.0,95.22,14.0,0.0,103.6,0.0,0.0,120.0
741,M6V2117,-382.54,450.0,15.0,2.2,3088.214285714286,0.0,32.0,0.0,96.0,0.0,64.0,0.0
742,M6I2155,-1167.11,350.0,8.0,2.750270276456266,2100.0,0.0,0.0,0.22,0.0,1.04,0.0,0.0
743,M6V2161,108.08,450.0,14.0,3.4420000076293946,2706.153846153846,92.0,16.0,0.0,118.4,0.0,0.0,0.0
744,M6V2162,168.08,450.0,13.0,3.3222221798366975,2663.913043478261,92.0,16.0,0.0,118.4,0.0,0.0,0.0
745,M6V2163,167.67,450.0,13.0,3.3119999980926513,2391.8571428571427,92.0,16.0,1.1,118.4,5.2,0.0,0.0
746,M2V2107,78.64,450.0,18.0,3.0479629629629637,991.2258064516129,82.8,100.0,18.7,0.0,88.4,75.0,102.0
747,M7I21130,1306.64,350.0,12.0,1.5,2100.0,92.0,25.0,0.0,70.0,0.0,25.0,72.0
748,M6I21100,595.45,350.0,19.0,3.1,4844.262295081967,174.8,36.0,0.0,108.0,0.0,54.0,108.0
749,M6I2199,661.0,350.0,18.0,3.1,4913.333333333333,92.0,36.0,0.0,108.0,0.0,54.0,108.0
750,M6V21107,-434.81,450.0,15.0,2.3,3728.3333333333335,0.0,36.0,0.0,63.0,0.0,54.0,96.0
751,M6I21142,-844.46,350.0,15.0,2.5,3159.020979020979,0.0,0.0,0.0,0.0,0.0,0.0,90.0
752,M4V2103,939.66,450.0,15.0,2.3788,4126.333333333333,87.39999999999999,77.527,68.02,0.0,119.08,120.0,0.0
753,M7I2168,1210.74,350.0,23.0,2.1875,3779.982418686425,92.0,11.75,0.33,86.95,1.56,0.0,0.0
754,M7I2169,1448.31,350.0,21.0,1.8125,3780.0174194351125,92.0,11.75,0.33,86.95,1.56,0.0,0.0
755,M7I2170,1373.13,350.0,21.0,2.2399999999999998,2700.0,105.8,14.0,0.33,103.6,1.56,0.0,0.0
756,M7I2171,1351.55,350.0,22.0,1.988888888888889,3780.0382717292778,92.0,11.75,0.33,86.95,1.56,0.0,0.0
757,M7I2172,1638.82,350.0,21.0,1.776923076923077,3959.9851521900523,197.8,11.75,0.33,86.95,1.56,0.0,0.0
758,M7I2173,1721.33,350.0,21.0,1.6933333333333334,3959.989522624582,105.8,13.0,0.33,96.2,1.56,0.0,0.0
759,M4V2104,1683.85,450.0,15.0,2.055,4735.25,83.51,1.29,69.015,0.0,121.67999999999999,0.0,120.0
760,M4V2107,1155.81,450.0,17.0,2.3166666666666673,5028.8,153.936,0.445,44.401999999999994,0.0,2.6,0.0,124.02
761,M4V2147,1522.96,450.0,16.0,1.9209,2914.75,83.51,0.445,67.745,0.0,119.6,123.0,0.0
762,M4V2108,805.19,450.0,20.0,2.275,4942.797202797203,87.4,126.4,0.0,92.4,0.0,0.0,120.0
763,M4V2109,558.08,450.0,13.0,3.0,4295.598349381018,179.4,36.14,0.0,91.74,0.0,0.0,108.0
764,M4V2145,864.86,450.0,20.0,2.543229166666667,2474.8888888888887,115.0,85.5,30.8,0.0,145.6,0.0,120.0
765,M4V2114,228.94,450.0,20.0,2.5,2790.0,0.0,172.0,42.0,98.0,0.0,72.0,0.0
766,M4V2115,-216.25,450.0,17.0,3.6426352941176474,3827.5653923541245,69.0,118.0,42.0,98.0,0.0,96.0,0.0
767,M4V2113,1609.77,450.0,18.0,2.040909090909091,5967.142857142857,124.2,33.15,0.0,84.15,0.0,0.0,124.8
768,M7I21110,1104.08,350.0,22.0,2.5,3000.0,92.0,0.0,22.44,0.0,106.08,0.0,120.0
769,M7I21111,1091.39,350.0,23.0,2.5,2460.0,92.0,0.0,22.44,0.0,106.08,0.0,120.0
770,M7I21112,1029.89,350.0,20.0,2.5,2460.0,92.0,0.0,22.44,0.0,106.08,0.0,120.0
771,M7V2151,1597.46,450.0,19.0,1.8,3133.4,92.0,0.0,22.44,0.0,106.08,0.0,120.0
772,M7V2153,749.88,450.0,22.0,3.0,2660.764705882353,92.0,0.0,22.44,0.0,106.08,0.0,120.0
773,M7V2154,432.04,450.0,19.0,3.5,4833.777777777777,92.0,0.0,22.77,0.0,107.64,0.0,120.0
774,M7I21113,-561.2,350.0,23.0,4.9,3480.0,92.0,0.0,25.63,0.0,121.16,0.0,120.0
775,M7I21114,-644.77,350.0,21.0,5.746666666666667,2771.3846153846152,92.0,0.0,25.63,0.0,121.16,0.0,120.0
776,M7I21115,-486.74,350.0,23.0,5.63,3392.923076923077,92.0,0.0,25.63,0.0,121.16,0.0,120.0
777,M7I21116,-553.42,350.0,22.0,5.58,2089.2,92.0,0.0,25.63,0.0,121.16,0.0,120.0
778,M7I21117,-510.27,350.0,18.0,5.46,2661.625,92.0,0.0,25.63,0.0,121.16,0.0,120.0
779,M7I21118,-430.58,350.0,21.0,5.430769230769231,2580.0,92.0,0.0,25.63,0.0,121.16,0.0,120.0
780,M8V2152,429.34,450.0,15.0,2.5,1100.0,92.0,90.0,26.4,0.0,124.8,60.0,90.0
781,M8V2153,406.39,450.0,15.0,2.5,628.0,92.0,90.0,26.4,0.0,124.8,60.0,90.0
782,M7I2121,-567.71,350.0,13.0,3.7258061608602837,4228.16091954023,48.28,30.26,46.760000000000005,0.0,78.0,0.0,84.0
783,M7I2122,-410.53,350.0,22.0,3.641414141414141,2520.0,49.7,31.15,47.65,0.0,78.0,0.0,66.0
784,M7I2123,383.8,350.0,13.0,2.5,3960.0,51.12,32.040000000000006,48.54,0.0,78.0,0.0,84.0
785,M7I2154,567.91,350.0,27.0,2.8,2400.0,161.0,10.5,0.0,77.7,0.0,0.0,90.0
786,M7I2155,56.43,350.0,27.0,3.5,2340.0,161.0,10.5,0.0,77.7,0.0,0.0,120.0
787,M7V2157,1645.88,450.0,24.0,1.78,2749.181818181818,170.2,0.0,30.8,0.0,145.6,0.0,120.0
788,M7V2158,1615.81,450.0,27.0,1.7100000000000002,2321.1111111111113,170.2,0.0,30.8,0.0,145.6,0.0,120.0
789,M4V2101,1716.36,450.0,22.0,1.708695652173913,4380.588235294118,124.2,32.5,0.0,82.5,0.0,0.0,120.0
790,M4V2102,242.86,450.0,20.0,2.5,4382.972582972583,0.0,230.24,0.0,81.84,0.0,0.0,138.0
791,M6I21101,-131.89,350.0,15.0,2.5,2760.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
792,M6I2169,421.94,350.0,15.0,3.0,712.4418604651163,184.0,0.0,24.2,0.0,114.4,0.0,0.0
793,M4V2152,-527.09,450.0,16.0,2.9,1122.7118644067796,0.0,178.0,0.0,96.0,0.0,69.0,48.0
794,M7I2159,1327.21,350.0,23.0,1.6800000000000002,5377.222222222223,0.0,40.5,104.5,0.0,104.0,0.0,120.0
795,M7I2160,1293.0,350.0,17.0,1.5666666666666667,5274.074074074074,0.0,40.5,104.5,0.0,104.0,0.0,120.0
796,M7I2161,835.69,350.0,26.0,2.4511111111111115,3780.0,0.0,40.5,104.5,0.0,104.0,0.0,120.0
797,M7I2162,571.3,350.0,24.0,2.542222222222222,2640.0,0.0,60.5,82.5,92.0,0.0,0.0,120.0
798,M7I2163,1420.99,350.0,25.0,1.551923076923077,3960.0,0.0,40.5,104.5,0.0,104.0,0.0,120.0
799,M7V2111,995.51,450.0,27.0,2.5,3704.0,59.8,40.0,42.0,108.0,0.0,32.0,90.0
800,M7V2112,932.95,450.0,24.0,2.5,3497.28,59.8,40.0,42.0,108.0,0.0,32.0,90.0
801,M4V2129,-1042.23,450.0,15.0,3.0451679999999994,3754.7252747252746,0.0,0.0,0.0,0.0,0.0,0.0,108.0
802,M4V2110,771.61,450.0,10.0,1.4,4473.888888888889,92.0,21.0,0.0,105.0,0.0,35.0,90.0
803,M4V2111,696.66,450.0,12.0,1.5,3805.873015873016,92.0,21.0,0.0,105.0,0.0,35.0,90.0
804,M4V2112,-753.31,450.0,10.0,2.45,2411.8478260869565,0.0,21.0,0.0,105.0,0.0,35.0,90.0
805,M6I21112,-187.87,350.0,19.0,2.7,2640.3488372093025,92.0,0.0,0.0,0.0,0.0,0.0,0.0
806,M6I21134,546.65,350.0,12.0,2.69875,2254.8571428571427,115.0,10.0,0.0,94.0,0.0,0.0,90.0
807,M6I21135,643.77,350.0,19.0,2.89,3772.1666666666665,115.0,10.0,0.0,94.0,0.0,0.0,90.0
808,M6I21136,767.85,350.0,18.0,2.635,2606.8571428571427,115.0,10.0,0.0,94.0,0.0,0.0,90.0
809,M6I21137,706.31,350.0,17.0,2.7625,3882.0,115.0,10.0,0.0,94.0,0.0,0.0,90.0
810,M6I21138,950.91,350.0,17.0,2.38,2730.5128205128203,115.0,10.0,0.0,94.0,0.0,0.0,90.0
811,M6I21139,-2246.65,350.0,15.0,4.4,2254.8,0.0,10.0,0.0,94.0,0.0,0.0,90.0
812,M6I21140,-1154.65,350.0,15.0,2.93,2254.7619047619046,0.0,10.0,0.0,94.0,0.0,0.0,90.0
813,M7I2150,83.5,350.0,17.0,3.3,2400.0,170.2,10.5,0.0,77.7,0.0,0.0,102.0
814,M7I2151,349.32,350.0,29.0,3.1,3717.0,161.0,10.5,0.0,77.7,0.0,0.0,78.0
815,M7I2152,116.95,350.0,27.0,3.35,3540.0,161.0,10.5,0.0,77.7,0.0,0.0,78.0
816,M7I2153,401.31,350.0,30.0,3.05,3540.0,161.0,10.5,0.0,77.7,0.0,0.0,78.0
817,M6I21178,-768.13,350.0,15.0,2.8,5880.0,0.0,38.0,0.0,91.2,0.0,38.0,0.0
818,M7I2114,192.63,350.0,14.0,3.4595238095238097,2400.0,188.6,0.0,23.1,0.0,109.2,0.0,0.0
819,M7I2115,2902.12,350.0,15.0,3.9057692307692307,2400.0,188.6,0.0,23.1,0.0,109.2,0.0,102.0
820,M7I2127,-360.06,350.0,20.0,3.325,3600.0,92.0,0.0,23.1,0.0,109.2,0.0,102.0
821,M7I2128,354.65,350.0,16.0,3.4477611940298507,4320.0,188.6,0.0,23.1,0.0,109.2,0.0,0.0
822,M7I2193,689.97,350.0,25.0,3.1818181818181817,4320.0,92.0,0.0,23.1,0.0,109.2,0.0,0.0
823,M6I21133,772.27,350.0,12.0,2.7125,3552.0,92.0,0.0,23.65,0.0,111.8,0.0,120.0
824,M6I21131,1047.35,350.0,11.0,2.2285714285714286,2442.0,92.0,0.0,23.65,0.0,111.8,0.0,120.0
825,M6I21132,1158.87,350.0,16.0,2.18125,1989.6666666666667,92.0,0.0,23.65,0.0,111.8,0.0,120.0
826,M6I21130,1095.32,350.0,14.0,2.1707317073170733,1464.5,92.0,0.0,23.65,0.0,111.8,0.0,120.0
827,M4V2144,-717.18,450.0,20.0,3.6976714285714287,3200.8264462809916,0.0,223.0,0.0,120.0,0.0,0.0,105.0
828,M4V2150,911.44,450.0,20.0,3.6284571428571426,4074.9354005167957,115.0,111.5,0.0,124.8,0.0,0.0,105.0
829,M8V2148,-350.22,450.0,17.0,4.88125,2681.75,92.0,17.0,0.0,125.8,0.0,0.0,90.0
830,M8V2150,-233.82,450.0,21.0,5.9074074074074066,2829.6103896103896,92.0,17.0,0.0,125.8,0.0,0.0,90.0
831,M8V2138,-1866.87,450.0,15.0,4.1125,3032.3,0.0,24.0,0.0,120.0,0.0,0.0,0.0
832,M4V2168,-131.55,450.0,15.0,3.922118181818182,5715.0,92.0,36.0,42.0,126.0,0.0,54.0,0.0
833,M8V2131,-148.62,450.0,22.0,4.611764705882353,5823.725490196079,92.0,17.0,0.0,125.8,0.0,0.0,90.0
834,M8V2139,1876.18,450.0,27.0,2.5,4651.111111111111,138.0,0.0,27.5,0.0,130.0,0.0,90.0
835,M8V2140,1625.27,450.0,18.0,2.5,2872.0,92.0,0.0,27.5,0.0,130.0,0.0,90.0
836,M8V2141,1770.6,450.0,27.0,2.5,3122.7027027027025,138.0,0.0,27.5,0.0,130.0,0.0,90.0
837,M8V2142,1742.96,450.0,25.0,2.5,2338.75,92.0,0.0,27.5,0.0,130.0,0.0,90.0
838,M8V2143,1764.19,450.0,27.0,2.5,1939.7777777777778,92.0,0.0,27.5,0.0,130.0,0.0,90.0
839,M6I2137,2261.29,350.0,17.0,0.4,1080.0,92.0,0.0,15.4,0.0,72.8,0.0,120.0
840,M8V2146,456.16,450.0,23.0,3.7,3327.5,161.0,17.0,0.0,125.8,0.0,0.0,96.0
841,M6I21205,945.5,350.0,17.0,2.7564102564102564,3240.0,92.0,0.0,61.8,0.0,93.6,0.0,120.0
842,M6I2164,2071.85,350.0,23.0,2.5,3572.962962962963,92.0,27.0,91.0,0.0,104.0,0.0,120.0
843,M6I2165,928.75,350.0,13.0,2.661904761904762,3240.0,92.0,0.0,61.8,0.0,93.6,0.0,108.0
844,M6I2166,326.57,350.0,16.0,2.6166666666666667,3240.0,92.0,0.0,61.8,0.0,93.6,0.0,90.0
845,M6I2167,572.75,350.0,25.0,2.5,3754.186046511628,23.0,67.5,17.6,0.0,83.2,120.0,0.0
846,M6I2168,1915.66,350.0,25.0,2.7564102564102564,3401.9858156028367,92.0,27.0,91.0,0.0,104.0,0.0,120.0
847,M6I2183,1348.88,350.0,14.0,2.5708333333333333,2580.0,92.0,22.4,0.0,78.4,0.0,44.8,90.0
848,M6I2184,1061.97,350.0,16.0,2.5278260869565217,2580.0,92.0,0.0,61.8,0.0,93.6,0.0,120.0
849,M6V2173,-998.34,450.0,15.0,2.95,2548.695652173913,0.0,0.0,16.5,0.0,78.0,0.0,0.0
850,M6V2174,-582.69,450.0,15.0,2.5708333333333333,4273.809523809524,0.0,0.0,16.5,0.0,78.0,0.0,120.0
851,M6V2175,-606.88,450.0,15.0,2.5278260869565217,3156.190476190476,0.0,0.0,16.5,0.0,78.0,0.0,120.0
852,M6V2176,-16.35,450.0,15.0,2.5,4076.4285714285716,0.0,27.0,43.5,0.0,78.0,0.0,120.0
853,M6V2177,-716.67,450.0,15.0,2.5,1604.7619047619048,0.0,0.0,16.5,0.0,78.0,0.0,0.0
854,M7I2129,354.92,350.0,15.0,3.2,2963.9473684210525,92.0,22.4,0.0,112.0,0.0,0.0,120.0
855,M7I2130,-355.63,350.0,15.0,4.2,3840.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0
856,M7I2131,131.19,350.0,15.0,3.5,3312.0833333333335,92.0,19.2,0.0,96.0,0.0,0.0,108.0
857,M7I2132,109.16,350.0,15.0,3.6,3311.978021978022,92.0,19.2,0.0,96.0,0.0,0.0,108.0
858,M7I2133,-504.55,350.0,15.0,4.4,3834.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0
859,M7I2134,1055.45,350.0,15.0,2.3,3834.0,92.0,19.2,0.0,96.0,0.0,0.0,108.0
860,M7I2135,848.81,350.0,22.0,2.7071428571428573,3140.990990990991,92.0,19.2,0.0,96.0,0.0,0.0,90.0
861,M7I2136,995.0,350.0,19.0,2.4,2915.3571428571427,92.0,19.2,0.0,96.0,0.0,0.0,90.0
862,M7V2129,333.95,450.0,19.0,3.671951219512195,4457.802197802198,92.0,0.0,25.63,0.0,121.16,0.0,102.0
863,M7V2130,727.1,450.0,25.0,3.3425,4876.25,92.0,0.0,25.63,0.0,121.16,0.0,102.0
864,M7V2131,764.59,450.0,27.0,3.2488549618320612,3373.90625,92.0,0.0,25.63,0.0,121.16,0.0,102.0
865,M7V2132,563.84,450.0,22.0,3.479710144927536,4218.732394366197,92.0,0.0,27.9125,0.0,131.95,0.0,108.0
866,M7V2133,1189.74,450.0,17.0,2.5,3576.0833333333335,92.0,0.0,27.83,0.0,131.56,0.0,108.0
867,M6I21102,635.2,350.0,17.0,3.046875,2580.0,92.0,22.4,42.0,78.4,0.0,44.8,120.0
868,M6V2178,-1169.08,450.0,15.0,3.2221463414634144,3241.44,0.0,0.0,16.5,0.0,78.0,0.0,0.0
869,M6V2179,-695.83,450.0,15.0,2.5,2083.157894736842,0.0,0.0,16.5,0.0,78.0,0.0,0.0
870,M8V2151,-665.62,450.0,15.0,2.5,3215.714285714286,0.0,16.0,0.0,128.0,0.0,0.0,126.0
871,M6V21100,-643.96,450.0,15.0,3.2,3057.021276595745,0.0,90.0,0.0,0.0,0.0,90.0,0.0
872,M6V2199,-399.78,450.0,15.0,2.8,2390.566037735849,0.0,90.0,0.0,0.0,0.0,90.0,0.0
873,M2V2128,32.85,450.0,10.0,3.5,4290.0,62.1,0.0,0.0,0.0,0.0,0.0,100.2
874,M2V2129,-1145.98,450.0,8.0,3.6,3139.813664596273,62.1,0.0,0.0,0.0,0.0,0.0,181.2
875,M6I21183,863.69,350.0,15.0,2.5,2242.5641025641025,179.4,36.0,0.0,108.0,0.0,54.0,114.0
876,M6I21184,514.75,350.0,15.0,3.1,2979.5833333333335,92.0,36.0,0.0,108.0,0.0,54.0,108.0
877,M6I21185,580.45,350.0,15.0,3.1,4719.558823529412,92.0,36.0,0.0,108.0,0.0,54.0,120.0
878,M6V21109,-0.97,450.0,15.0,2.5,4335.5,92.0,0.0,0.0,0.0,0.0,0.0,0.0
879,M6V2191,-337.4,450.0,15.0,3.1,3630.8571428571427,92.0,36.0,0.0,63.0,0.0,150.0,0.0
880,M6V2195,438.65,450.0,15.0,2.1,4014.4,92.0,36.0,0.0,126.0,0.0,150.0,0.0
881,M6V2196,848.98,450.0,15.0,2.5,4473.6,165.6,36.0,0.0,63.0,0.0,54.0,96.0
882,M6I21143,105.64,350.0,9.0,3.540625,4585.916666666667,165.6,0.0,25.63,0.0,121.16,0.0,138.0
883,M6I21144,546.63,350.0,10.0,2.8833333333333333,4023.304347826087,165.6,0.0,25.63,0.0,121.16,0.0,138.0
884,M6I21145,436.83,350.0,12.0,2.940625,4288.869565217391,151.8,0.0,25.41,0.0,120.11999999999999,0.0,138.0
885,M8V2160,449.67,450.0,16.0,2.69,4587.384615384615,128.8,0.0,24.2,0.0,114.4,0.0,78.0
886,M8V2161,-1035.15,450.0,15.0,5.38,6741.676646706587,128.8,0.0,24.2,0.0,114.4,0.0,78.0
887,M8V2162,-1092.21,450.0,13.0,5.38,6482.275449101797,128.8,0.0,24.2,0.0,114.4,0.0,81.0
888,M8V2163,-427.99,450.0,15.0,3.75,3372.6890756302523,128.8,0.0,24.2,0.0,114.4,0.0,81.0
889,M8V2164,417.6,450.0,20.0,2.86,4358.666666666667,128.8,0.0,24.75,0.0,117.0,0.0,84.0
890,M6I2188,1077.47,350.0,19.0,2.5,2484.032258064516,193.2,0.0,25.3,0.0,119.6,0.0,0.0
891,M7I2174,1284.24,350.0,25.0,2.43,5098.984771573604,184.0,0.0,16.28,0.0,76.96,0.0,0.0
892,M7I2175,1132.28,350.0,20.0,2.59,5215.217391304348,184.0,0.0,19.58,0.0,92.56,0.0,102.0
893,M7I2176,1461.29,350.0,21.0,2.0,4264.202657807309,92.0,0.0,16.28,0.0,76.96,0.0,0.0
894,M7I2182,947.94,350.0,20.0,2.6862500000000002,2220.0,92.0,0.0,31.240000000000002,0.0,147.68,0.0,90.0
895,M7I2183,330.49,350.0,24.0,3.8146874999999993,4500.0,92.0,0.0,31.13,0.0,147.16,0.0,90.0
896,M7I2184,315.95,350.0,20.0,3.5370000000000004,2220.0,92.0,0.0,31.240000000000002,0.0,147.68,0.0,90.0
897,M7I2185,360.39,350.0,19.0,3.5774999999999997,3468.0,92.0,0.0,31.240000000000002,0.0,147.68,0.0,120.0
898,M7I2186,2525.0,350.0,24.0,1.5891891891891892,4653.6,115.0,6.75,34.525,0.0,131.3,0.0,108.0
899,M7I2187,2560.11,350.0,21.0,1.5192307692307692,5291.4,115.0,6.75,34.745,0.0,132.34,0.0,108.0
900,M7I2188,1974.12,350.0,20.0,2.1115384615384616,3655.8,115.0,0.0,27.775,0.0,131.3,0.0,108.0
901,M7I2189,2562.38,350.0,24.0,1.4675675675675675,3750.6666666666665,115.0,6.75,34.525,0.0,131.3,0.0,108.0
902,M6I21179,-610.22,350.0,15.0,2.7,2776.6666666666665,0.0,112.0,0.0,86.4,0.0,78.0,0.0
903,M6I21180,-81.29,350.0,15.0,2.66,2940.0,92.0,36.0,0.0,86.4,0.0,36.0,0.0
904,M6I2187,237.95,350.0,25.0,2.5,4710.0,0.0,88.0,0.0,136.0,0.0,88.0,0.0
905,M7I2192,-113.13,350.0,15.0,2.8,2760.00702247191,0.0,0.0,44.1,0.0,0.0,0.0,120.0
906,M7I21101,373.55,350.0,19.0,3.3333333333333335,3060.0,124.2,0.0,83.9,0.0,98.8,0.0,90.0
907,M7I21102,470.26,350.0,21.0,3.2583333333333337,3060.0,124.2,0.0,83.9,0.0,98.8,0.0,90.0
908,M7I21103,784.98,350.0,22.0,2.89375,3060.0,126.5,0.0,83.9,0.0,98.8,0.0,90.0
909,M7I21104,327.29,350.0,21.0,3.18125,4235.405405405405,38.34,24.03,107.93,0.0,98.8,0.0,90.0
910,M7I21105,505.31,350.0,19.0,2.8129032258064517,3060.0,39.76,24.92,108.82,0.0,98.8,0.0,90.0
911,M6I21190,-648.15,350.0,18.0,4.16,3116.176470588235,92.0,75.0,0.0,0.0,0.0,50.0,0.0
912,M6I21191,912.52,350.0,21.0,2.5,3510.0,115.0,75.0,0.0,0.0,0.0,50.0,0.0
913,M6I21192,529.23,350.0,22.0,2.9099999999999997,1540.8064516129032,115.0,75.0,0.0,0.0,0.0,50.0,0.0
914,M6I21193,202.99,350.0,18.0,3.3466666666666667,3194.8837209302324,115.0,75.0,0.0,0.0,0.0,50.0,0.0
915,M6I21197,-239.89,350.0,15.0,2.597850968320494,2592.0481927710844,92.0,0.0,0.0,0.0,0.0,0.0,0.0
916,M6I21199,314.8,350.0,17.0,3.12,3725.967741935484,92.0,0.0,0.0,0.0,0.0,0.0,0.0
917,M6I21200,-312.82,350.0,19.0,2.93,3726.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
918,M6I21201,485.73,350.0,17.0,3.2400000000000007,4002.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0
919,M6I21202,-522.49,350.0,18.0,4.25,3417.6153846153848,92.0,0.0,0.0,0.0,0.0,0.0,0.0
